"No.","業種","屋号","営業所所在地","営業所電話番号","申請者氏名","代表者氏名","申請者住所","申請年月日","許可年月日","初許可年月日","有効期間開始日","有効期間満了日","備考","LocName","fX","fY","iConf","iLvl"
4063,飲食店営業（一般食堂）,ＢＡＲ　ＭＩＫＡＲＡＭＵ,熊本市中央区花畑町11-18シャンセ品川B1-104,,村上　隆平,,,2019年6月27日,2019年7月1日,2019年6月27日,2019年7月1日,2025年8月31日,,"熊本県/熊本市/中央区/花畑町/１１番/１８号","130.70700","32.80113","5","8"
4064,飲食店営業（その他）,セブン−イレブン熊本赤十字病院前店,熊本市中央区帯山9丁目5-1,387-0374,宮﨑　てい,,,2019年7月3日,2019年7月24日,2019年7月3日,2019年7月24日,2025年8月31日,,"熊本県/熊本市/中央区/帯山/九丁目/５番/１号","130.76237","32.80607","5","8"
4065,飲食店営業（一般食堂）,友美,熊本市中央区花畑町11-11寿ビル3F,,河田　三根男,,,2019年9月5日,2019年9月5日,2019年9月5日,2019年9月5日,2025年11月30日,,"熊本県/熊本市/中央区/花畑町/１１番/１１号","130.70735","32.80166","5","8"
4066,飲食店営業（そうざい調理）,唐揚げおか田　新町店,熊本市中央区新町4丁目8-9,,岡田　孝史,,,2021年5月10日,2021年5月10日,2021年5月10日,2021年5月10日,2027年5月31日,,"熊本県/熊本市/中央区/新町/四丁目/８番/９号","130.69470","32.80140","5","8"
4067,飲食店営業（一般食堂）,スナック　葵,熊本市西区春日2丁目12-10,,増永　叔子,,,2018年4月17日,2018年6月29日,2018年4月17日,2018年6月29日,2024年8月31日,,"熊本県/熊本市/西区/春日/二丁目/１２番/１０号","130.68629","32.78512","5","8"
4068,飲食店営業（弁当屋）,いこいまま,熊本市南区川口町2801-1,,合同会社　Ｖｉｏｌａケアサポート,白石　さゆり,熊本市南区川口町2801番地1,2018年4月25日,2018年5月10日,2018年4月25日,2018年5月10日,2024年5月31日,,"熊本県/熊本市/南区/川口町/２８０１番地","130.62941","32.71925","5","7"
4069,飲食店営業（弁当屋）,お弁当のヒライ八反田店,熊本市東区西原2丁目11-83,273-8704,㈱ヒライ,平井　浩一郎,熊本市西区春日7丁目26-70,2018年4月25日,2018年5月11日,2018年4月25日,2018年5月11日,2024年5月31日,,"熊本県/熊本市/東区/西原/二丁目/１１番/８３号","130.75691","32.81554","5","8"
4070,飲食店営業（一般食堂）,洋風居酒屋　波波,熊本市南区近見2丁目14-6,353-7822,脇本　勝文,,,2020年10月27日,2020年10月29日,2020年10月27日,2020年10月29日,2026年11月30日,,"熊本県/熊本市/南区/近見/二丁目/１４番/６号","130.68581","32.76261","5","8"
4071,飲食店営業（一般食堂）,Ａｕｍ　Ａｕｍ,熊本市東区江津3丁目786-2,370-5060,石田　誠志,,,2018年10月2日,2018年10月12日,2018年10月2日,2018年10月12日,2024年11月30日,,"熊本県/熊本市/東区/江津/三丁目","130.73833","32.77473","5","6"
4072,飲食店営業（一般食堂）,ＢＡＲ・ＲＡＶＥ,熊本市中央区花畑町13-13米納会館ビルBF-1号,,堀井　将史,,,2018年10月16日,2018年10月24日,2018年10月16日,2018年10月24日,2024年11月30日,,"熊本県/熊本市/中央区/花畑町/１３番/１３号","130.70670","32.80031","5","8"
4073,飲食店営業（一般食堂）,Ｂａｒ　Ｒａｉｎ,熊本市中央区下通1丁目11-8SOUWAビル3F-C号,,前田　分,,,2019年2月12日,2019年2月14日,2019年2月12日,2019年2月14日,2025年2月28日,,"熊本県/熊本市/中央区/下通/一丁目/１１番/８号","130.70766","32.80027","5","8"
4074,飲食店営業（一般食堂）,やき肉　園田,熊本市中央区下通1丁目9-27ナポレオンビル1F,325-3344,㈱ツトムＴＴＭ,谷口　城明,熊本県宇城市松橋町豊福2513-1,2019年8月30日,2019年9月2日,2019年8月30日,2019年9月2日,2025年11月30日,,"熊本県/熊本市/中央区/下通/一丁目/９番/２７号","130.70694","32.80050","5","8"
4075,飲食店営業（めん類）,麺から鱗,熊本市中央区黒髪2丁目31-20-102号,288-1041,山下　拓朗,,,2020年8月4日,2020年8月6日,2020年8月4日,2020年8月6日,2026年8月31日,,"熊本県/熊本市/中央区/黒髪/二丁目/３１番/２０号","130.72389","32.81392","5","8"
4076,飲食店営業（一般食堂）,ＢＡＲ　ＢＡＢＥＬ,熊本市中央区下通2丁目1-22TM12ビル4F,,髙村　一誠,,,2020年8月4日,2020年8月6日,2020年8月4日,2020年8月6日,2026年8月31日,,"熊本県/熊本市/中央区/下通/二丁目/１番/２２号","130.70848","32.79923","5","8"
4077,飲食店営業（一般食堂）,ピリア,熊本市北区和泉町325番地,275-2111,㈱慶賓館,佐藤　惠子,熊本市西区池田四丁目22番3号,2020年9月15日,2020年9月17日,2020年9月15日,2020年9月17日,2026年11月30日,,"熊本県/熊本市/北区/和泉町/３２５番地","130.69731","32.85368","5","7"
4078,飲食店営業（一般食堂）,焼肉ショウ栄,熊本市東区小山6丁目20-16,292-8929,上野　政隆,,,2018年6月7日,2018年6月8日,2018年6月7日,2018年6月8日,2024年8月31日,,"熊本県/熊本市/東区/小山/六丁目/２０番/１６号","130.79900","32.83305","5","8"
4079,飲食店営業（その他）,天神庵,熊本市中央区大江5丁目17-26,362-1218,藤岡　務,,,2018年6月7日,2018年6月18日,2018年6月7日,2018年6月18日,2024年8月31日,,"熊本県/熊本市/中央区/大江/五丁目/１７番/２６号","130.72455","32.79543","5","8"
4080,飲食店営業（一般食堂）,カラオケ・サロン　愛好歌人,熊本市中央区国府1丁目11-23-1F,373-8283,木村　幹代,,,2019年2月19日,2019年2月26日,2019年2月19日,2019年2月26日,2025年2月28日,,"熊本県/熊本市/中央区/国府/一丁目/１１番/２３号","130.72696","32.79276","5","8"
4081,飲食店営業（弁当屋）,ほっともっと健軍若葉店,熊本市東区広木町30-67,331-7171,㈱プレナス,塩井　辰男,福岡県福岡市博多区上牟田一丁目19番21号,2020年7月22日,2020年8月1日,2020年7月22日,2020年8月1日,2026年8月31日,,"熊本県/熊本市/東区/広木町/３０番/６７号","130.75951","32.76840","5","8"
4082,飲食店営業（一般食堂）,魚嘉別荘,熊本市中央区横手3丁目16-21,352-6787,岡﨑　嘉人,,,2021年3月2日,2021年3月5日,2021年3月2日,2021年3月5日,2027年5月31日,,"熊本県/熊本市/中央区/横手/三丁目/１６番/２１号","130.68785","32.79839","5","8"
4083,飲食店営業（一般食堂）,ＧＥＯＲＧＥ,熊本市中央区下通1丁目10-8銀座プラザ2ビル5F,356-5835,木村　悠香,,,2020年2月6日,2020年2月7日,2020年2月6日,2020年2月7日,2026年2月28日,,"熊本県/熊本市/中央区/下通/一丁目/１０番/８号","130.70909","32.80037","5","8"
4084,飲食店営業（一般食堂）,ａ　ｌａ　vｅａｕ　　,熊本市中央区下通1丁目6-7アイアイビル1F−7号室,328-5727,荒木　秀博,,,2018年3月16日,2018年3月29日,2018年3月16日,2018年3月29日,2024年5月31日,,"熊本県/熊本市/中央区/下通/一丁目/６番/７号","130.70941","32.80131","5","8"
4085,飲食店営業（一般食堂）,居心家,熊本市中央区花畑町11-9K-1ビル-BF1,,高村　佳明,,,2018年3月27日,2018年3月28日,2018年3月27日,2018年3月28日,2024年5月31日,,"熊本県/熊本市/中央区/花畑町/１１番/９号","130.70746","32.80182","5","8"
4086,飲食店営業（一般食堂）,Ｂａｒ　ＶⅡ　Ｓｅｎｃｅｓ,熊本市中央区下通1丁目2-12ロンドンビルBF,,赤星　勇樹,,,2018年4月27日,2018年4月27日,2018年4月27日,2018年4月27日,2024年5月31日,,"熊本県/熊本市/中央区/下通/一丁目/２番/１２号","130.70816","32.80214","5","8"
4087,飲食店営業（弁当屋）,ほっともっと南高江店,熊本市南区南高江3丁目2-108,358-3621,佐藤　裕一,,,2018年7月26日,2018年7月27日,2018年7月26日,2018年7月27日,2024年8月31日,,"熊本県/熊本市/南区/南高江/三丁目/２番/１０８号","130.68822","32.75702","5","8"
4088,飲食店営業（弁当屋）,お弁当のヒライ京町台店,熊本市西区池田1丁目15-53,288-0743,㈱ヒライ,平井　浩一郎,熊本市西区春日7丁目26番70号,2018年8月13日,2018年8月24日,2018年8月13日,2018年8月24日,2024年8月31日,,"熊本県/熊本市/西区/池田/一丁目/１５番/５３号","130.70685","32.82447","5","8"
4089,飲食店営業（一般食堂）,和風居酒屋　えん,熊本市中央区新市街9-5ドゥ・アンディオール新市街2F,,合同会社　えん,葉　增,熊本市中央区新市街6-9,2018年5月2日,2018年5月7日,2018年5月2日,2018年5月7日,2024年5月31日,,"熊本県/熊本市/中央区/新市街/９番/５号","130.70699","32.79886","5","8"
4090,飲食店営業（一般食堂）,ＳＵＮＮＹ　ＰＬＡＣＥ健軍店,熊本市東区健軍本町14-39-1F,360-4200,井上　大輔,,,2018年6月21日,2018年6月25日,2018年6月21日,2018年6月25日,2024年8月31日,,"熊本県/熊本市/東区/健軍本町/１４番/３９号","130.75423","32.78370","5","8"
4091,飲食店営業（一般食堂）,ｍｉｎｉ　３０３,熊本市中央区下通1丁目7-3ALTAビル3F-C号室,240-2878,山下　なるみ,,,2019年4月16日,2019年4月18日,2019年4月16日,2019年4月18日,2025年5月31日,,"熊本県/熊本市/中央区/下通/一丁目/７番/３号","130.70760","32.80136","5","8"
4092,飲食店営業（一般食堂）,ベルエアＭＡＸ　北部店喫茶,熊本市北区四方寄町1666-1,,㈱サンコー,永田　守,福岡県福岡市博多区博多駅南5丁目14-18,2019年5月30日,2019年6月1日,2019年5月30日,2019年6月1日,2025年8月31日,,"熊本県/熊本市/北区/四方寄町/１６６６番地","130.70862","32.85993","5","7"
4093,飲食店営業（一般食堂）,Ｃｒｙ　Ｂａｂｙ,熊本市中央区練兵町42,354-1770,奥村　順二,,,2020年3月25日,2020年3月25日,2020年3月25日,2020年3月25日,2026年5月31日,,"熊本県/熊本市/中央区/練兵町/４２番地","130.70207","32.79791","5","7"
4094,飲食店営業（一般食堂）,瑠璃　Ｌａｐｉｓ　Ｌａｚｕｌｉ,熊本市中央区下通1丁目2-8第3森山ビル2F,326-7707,㈱５９ｆｉｖｅｎｉｎｅ,戸畑　清一,福岡県北九州市門司区東新町二丁目8番6-602号,2020年4月15日,2020年4月15日,2020年4月15日,2020年4月15日,2026年5月31日,,"熊本県/熊本市/中央区/下通/一丁目/２番/８号","130.70847","32.80220","5","8"
4095,飲食店営業（一般食堂）,女子十二楽坊,熊本市中央区花畑町11-33蔵ビル4F,355-0804,岡村　幸輝,,,2020年11月6日,2020年11月6日,2020年11月6日,2020年11月6日,2026年11月30日,,"熊本県/熊本市/中央区/花畑町/１１番/３３号","130.70715","32.80206","5","8"
4096,飲食店営業（一般食堂）,福の屋,熊本市中央区新市街12-24上田ビル1F,352-6351,野元　斉男,,,2021年2月15日,2021年2月16日,2021年2月15日,2021年2月16日,2027年2月28日,,"熊本県/熊本市/中央区/新市街/１２番/２４号","130.70641","32.79841","5","8"
4097,飲食店営業（一般食堂）,日本マクドナルド熊本下通店,熊本市中央区手取本町5-17,211-3255,㈲タキヤ,瀧岡　貢,熊本市東区長嶺南4丁目1-25,2019年9月30日,2019年11月1日,2019年9月30日,2019年11月1日,2025年11月30日,,"熊本県/熊本市/中央区/手取本町/５番/１７号","130.70958","32.80251","5","8"
4098,飲食店営業（一般食堂）,日本マクドナルド健軍店,熊本市東区健軍3丁目9-1,234-6214,㈲タキヤ,瀧岡　貢,熊本市東区長嶺南4丁目1-25,2019年9月30日,2019年11月1日,2019年9月30日,2019年11月1日,2025年11月30日,,"熊本県/熊本市/東区/健軍/三丁目/９番/１号","130.75696","32.77986","5","8"
4099,飲食店営業（一般食堂）,日本マクドナルド熊本新市街店,熊本市中央区新市街6-10,322-6411,㈲タキヤ,瀧岡　貢,熊本市東区長嶺南4丁目1-25,2019年9月30日,2019年11月1日,2019年9月30日,2019年11月1日,2025年11月30日,,"熊本県/熊本市/中央区/新市街/６番/１０号","130.70747","32.79897","5","8"
4100,飲食店営業（一般食堂）,ＣＬＵＢ　Ｃｉｄｅｒ,熊本市中央区新市街1-2フジモトビル3F,,合同会社Ｌｅａｐ,吉村　裕喜,熊本市西区二本木二丁目5番15号BuenaCasa熊本駅前West804,2019年7月18日,2019年7月22日,2019年7月18日,2019年7月22日,2025年8月31日,,"熊本県/熊本市/中央区/新市街/１番/２号","130.70560","32.80016","5","8"
4101,飲食店営業（一般食堂）,焼肉ライク熊本下通り店,熊本市中央区下通1丁目8-30みかどやビル,,㈱デリバリー九州,西川　重博,熊本市南区江越2丁目15-30,2019年10月24日,2019年11月12日,2019年10月24日,2019年11月12日,2025年11月30日,,"熊本県/熊本市/中央区/下通/一丁目/８番/３０号","130.70854","32.80107","5","8"
4102,飲食店営業（その他）,セブンイレブン池田１丁目店,熊本市西区池田1丁目15-77,324-1342,林　明寿,,,2020年2月5日,2020年2月28日,2020年2月5日,2020年2月28日,2026年2月28日,,"熊本県/熊本市/西区/池田/一丁目/１５番/７７号","130.70662","32.82340","5","8"
4103,飲食店営業（一般食堂）,焼肉　牛楽苑,熊本市南区近見8丁目6-95,324-1129,大竹　喜代巳,,,2020年2月12日,2020年2月21日,2020年2月12日,2020年2月21日,2026年2月28日,,"熊本県/熊本市/南区/近見/八丁目/６番/９５号","130.69261","32.76112","5","8"
4104,飲食店営業（一般食堂）,お好み焼、千房　熊本鶴屋店,熊本市中央区手取本町6-1鶴屋百貨店7F,320-8730,㈱デリバリー九州,西川　重博,熊本市南区江越2丁目15-30,2020年3月2日,2020年3月11日,2020年3月2日,2020年3月11日,2026年5月31日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
4105,飲食店営業（そうざい調理）,クレイジーチキン,熊本市中央区九品寺5丁目2-47,297-7858,桑田　健大,,,2020年12月14日,2020年12月14日,2020年12月14日,2020年12月14日,2027年2月28日,,"熊本県/熊本市/中央区/九品寺/五丁目/２番/４７号","130.71764","32.79253","5","8"
4106,飲食店営業（一般食堂）,スナックエツコ,熊本市中央区下通1丁目7-7GMビル2F,356-1351,谷川　眞砂子,,,2019年8月7日,2019年8月8日,2019年8月7日,2019年8月8日,2025年8月31日,,"熊本県/熊本市/中央区/下通/一丁目/７番/７号","130.70802","32.80124","5","8"
4107,飲食店営業（一般食堂）,味処　桜咲く,熊本市中央区練兵町95-1,356-5700,市來　典子,,,2019年12月3日,2019年12月4日,2019年12月3日,2019年12月4日,2026年2月28日,,"熊本県/熊本市/中央区/練兵町/９５番地","130.70102","32.79765","5","7"
4108,飲食店営業（一般食堂）,Ｆｒｅｅ　Ｓｐａｃｅ　Ｂａｒ　Ｏｎｅ,熊本市中央区下通1丁目10-8銀座プラザビル7F,342-5444,久野　鉄平,,,2021年4月26日,2021年4月27日,2021年4月26日,2021年4月27日,2027年5月31日,,"熊本県/熊本市/中央区/下通/一丁目/１０番/８号","130.70909","32.80037","5","8"
4109,飲食店営業（一般食堂）,Ｆｒｅｅ　Ｓｐａｃｅ　Ｂａｒ　Ｔｗｏ,熊本市中央区下通1丁目10-8銀座プラザビル7F,342-5444,久野　鉄平,,,2021年4月26日,2021年4月27日,2021年4月26日,2021年4月27日,2027年5月31日,,"熊本県/熊本市/中央区/下通/一丁目/１０番/８号","130.70909","32.80037","5","8"
4110,飲食店営業（一般食堂）,バーレイン,熊本市中央区下通1丁目8-18AIGinzaTwinビル5F-CD号,,前田　分,,,2021年4月26日,2021年5月6日,2021年4月26日,2021年5月6日,2027年5月31日,,"熊本県/熊本市/中央区/下通/一丁目/８番/１８号","130.70930","32.80050","5","8"
4111,飲食店営業（一般食堂）,ｔ．　Ｈｅｒｂｓ　ｃａｆｅ,熊本市西区春日3丁目15-26アミュプラザくまもと1F,,㈱クマモト敬和,宮野　敬之,熊本市東区長嶺東八丁目5番1号,2021年2月12日,2021年3月22日,2021年2月12日,2021年3月22日,2027年5月31日,,"熊本県/熊本市/西区/春日/三丁目/１５番","130.68823","32.78897","5","7"
4112,飲食店営業（一般食堂）,大戸屋ごはん処ゆめタウンはません店,熊本市南区田井島1丁目2-1ゆめタウンはません別館1F,,㈱アスリープ,坂田　光智,熊本市南区孫代町80番地8,2021年2月12日,2021年3月22日,2021年2月12日,2021年3月22日,2027年5月31日,,"熊本県/熊本市/南区/田井島/一丁目/２番/１号","130.72400","32.77313","5","8"
4113,飲食店営業（弁当屋）,ハローデイ長嶺店,熊本市東区長嶺西1丁目5-1,387-0812,㈱ハローデイ,加治　敬通,北九州市小倉南区徳力3丁目6-16,2021年2月12日,2021年2月22日,2021年2月12日,2021年2月22日,2027年2月28日,,"熊本県/熊本市/東区/長嶺西/一丁目/５番/１号","130.76314","32.81055","5","8"
4114,飲食店営業（一般食堂）,ＳａｎＣｈａ,熊本市中央区黒髪2丁目18-30-1F,200-9382,杉本　勅興,,,2021年2月12日,2021年2月12日,2021年2月12日,2021年2月12日,2027年2月28日,,"熊本県/熊本市/中央区/黒髪/二丁目/１８番/３０号","130.72081","32.81723","5","8"
4115,飲食店営業（一般食堂）,東大門タッカンマリ熊本店,熊本市中央区新市街6-4セカンドアレイビル1F,288-5989,星子　崇,,,2018年10月22日,2018年10月29日,2018年10月22日,2018年10月29日,2024年11月30日,,"熊本県/熊本市/中央区/新市街/６番/４号","130.70747","32.79937","5","8"
4116,飲食店営業（一般食堂）,Ｐｅｒｓｏｎａ〜ペルソナ〜,熊本市中央区花畑町11-11寿ビル3F,,梅野　裕香,,,2018年11月14日,2018年11月15日,2018年11月14日,2018年11月15日,2024年11月30日,,"熊本県/熊本市/中央区/花畑町/１１番/１１号","130.70735","32.80166","5","8"
4117,飲食店営業（一般食堂）,熱帯魚,熊本市中央区新市街8-1坂田ビル2F,,大津　可絵,,,2019年6月19日,2019年6月26日,2019年6月19日,2019年6月26日,2025年8月31日,,"熊本県/熊本市/中央区/新市街/８番/１号","130.70592","32.79901","5","8"
4118,飲食店営業（一般食堂）,Ｔｈｒｅｅ　Ｐｅａｃｅ,熊本市中央区下通1丁目6-5モデナビル4F,,山田　和弘,,,2019年6月27日,2019年6月28日,2019年6月27日,2019年6月28日,2025年8月31日,,"熊本県/熊本市/中央区/下通/一丁目/６番/５号","130.70920","32.80136","5","8"
4119,飲食店営業（一般食堂）,ＭＴ．ＥＶＥＲＥＳＴ,熊本市西区田崎2丁目1-5,276-6931,ＧＨＡＲＴＩ　ＭＡＧＡＲ　ＢＨＩＭ　ＢＡＨＡＤＵＲ,,,2019年7月25日,2019年7月26日,2019年7月25日,2019年7月26日,2025年8月31日,,"熊本県/熊本市/西区/田崎/二丁目/１番/５号","130.68408","32.78390","5","8"
4120,飲食店営業（一般食堂）,七厘炙り　囲み庵,熊本市南区出仲間1丁目4-1,370-1739,上　政弘,,,2019年7月25日,2019年7月30日,2019年7月25日,2019年7月30日,2025年8月31日,,"熊本県/熊本市/南区/出仲間/一丁目/４番/１号","130.71043","32.77283","5","8"
4121,飲食店営業（弁当屋）,ヒライ　サクラマチクマモト店,熊本市中央区桜町3-10 SAKURAMACHI Kumamoto B1F,342-5385,㈱ヒライ,平井　浩一郎,熊本市西区春日7丁目26-70,2019年8月28日,2019年9月5日,2019年8月28日,2019年9月5日,2025年11月30日,,"熊本県/熊本市/中央区/桜町/３番/１０号","130.70430","32.80060","5","8"
4122,飲食店営業（一般食堂）,チーズ＆ドリア. スイーツ　アミュプラザくまもと店,熊本市西区春日3丁目15-26アミュプラザくまもと6F,,㈱サンマルクグリル,山内　智央,岡山市北区平田173番地104,2021年2月24日,2021年3月23日,2021年2月24日,2021年3月23日,2027年5月31日,,"熊本県/熊本市/西区/春日/三丁目/１５番","130.68823","32.78897","5","7"
4123,飲食店営業（一般食堂）,自由が丘病院事業所,熊本市北区龍田陳内1丁目3-10,249-3715,日清医療食品㈱,菅井　正一,東京都千代田区丸の内二丁目7番3号,2021年4月19日,2021年4月30日,2021年4月19日,2021年4月30日,2027年5月31日,,"熊本県/熊本市/北区/龍田陳内/一丁目/３番/１０号","130.74399","32.82262","5","8"
4124,飲食店営業（一般食堂）,悠愛病院事業所,熊本市東区画図町下無田1139,378-9107,日清医療食品㈱,菅井　正一,東京都千代田区丸の内二丁目7番3号,2021年4月19日,2021年4月28日,2021年4月19日,2021年4月28日,2027年5月31日,,"熊本県/熊本市/東区/画図町/下無田/１１３９番地","130.73511","32.75692","5","7"
4125,飲食店営業（一般食堂）,山口病院事業所,熊本市西区田崎3丁目1-17,323-5132,日清医療食品㈱,菅井　正一,東京都千代田区丸の内二丁目7番3号,2021年4月19日,2021年4月21日,2021年4月19日,2021年4月21日,2027年5月31日,,"熊本県/熊本市/西区/田崎/三丁目/１番/１７号","130.68379","32.78071","5","8"
4126,飲食店営業（一般食堂）,くまもと森都総合病院事業所,熊本市中央区大江3丁目2-65,364-1050,日清医療食品㈱,菅井　正一,東京都千代田区丸の内二丁目7番3号,2021年4月19日,2021年4月28日,2021年4月19日,2021年4月28日,2028年5月31日,,"熊本県/熊本市/中央区/大江/三丁目/２番/６５号","130.72385","32.80194","5","8"
4127,飲食店営業（一般食堂）,ハーモニー事業所,熊本市東区秋津町秋田171-3,360-1246,日清医療食品㈱,菅井　正一,東京都千代田区丸の内二丁目7番3号,2021年4月19日,2021年4月30日,2021年4月19日,2021年4月30日,2027年5月31日,,"熊本県/熊本市/東区/秋津町秋田/１７１番地","130.76668","32.76606","5","7"
4128,飲食店営業（一般食堂）,松原リウマチ科事業所,熊本市東区月出5丁目3-15,331-2005,日清医療食品㈱,菅井　正一,東京都千代田区丸の内二丁目7番3号,2021年4月19日,2021年4月28日,2021年4月19日,2021年4月28日,2027年5月31日,,"熊本県/熊本市/東区/月出/五丁目/３番/１５号","130.77365","32.80333","5","8"
4129,飲食店営業（一般食堂）,やまなみ事業所,熊本市東区戸島西2丁目3-50,369-2301,日清医療食品㈱,菅井　正一,東京都千代田区丸の内二丁目7番3号,2021年4月19日,2021年4月27日,2021年4月19日,2021年4月27日,2027年5月31日,,"熊本県/熊本市/東区/戸島西/二丁目/３番/５０号","130.78275","32.81237","5","8"
4130,飲食店営業（一般食堂）,げらん,熊本市中央区花畑町11-35森山エイトビル4F,324-8019,合同会社げらん,中山　敏光,熊本市中央区花畑町11番35号,2020年2月5日,2020年2月10日,2020年2月5日,2020年2月10日,2026年2月28日,,"熊本県/熊本市/中央区/花畑町/１１番/３５号","130.70728","32.80222","5","8"
4131,飲食店営業（一般食堂）,スナック蜜花,熊本市中央区新市街3-12ヴィア木村ビル5F-B号室,327-8754,田村　彩也香,,,2020年2月20日,2020年2月21日,2020年2月20日,2020年2月21日,2026年2月28日,,"熊本県/熊本市/中央区/新市街/３番/１２号","130.70776","32.79963","5","8"
4132,飲食店営業（一般食堂）,ＢＡＲＯＣＣＳ,熊本市中央区上通町6-8ホテルオークス1F,277-1512,Ｇｏｏｄ　Ｔｒｉｃｋ㈱,島本　博文,熊本市中央区上通町6番8号,2020年4月13日,2020年4月14日,2020年4月13日,2020年4月14日,2026年5月31日,,"熊本県/熊本市/中央区/上通町/６番/８号","130.71068","32.80537","5","8"
4133,飲食店営業（一般食堂）,はまさき商店,熊本市東区長嶺東1丁目2-19,,濵﨑　憲一,,,2020年4月28日,2020年4月30日,2020年4月28日,2020年4月30日,2026年5月31日,,"熊本県/熊本市/東区/長嶺東/一丁目/２番/１９号","130.77048","32.81477","5","8"
4134,飲食店営業（一般食堂）,日本料理　とみた,熊本市中央区南坪井町4-5,351-0103,㈱冨田,冨田　浩,熊本市中央区南坪井町4番5号,2020年8月4日,2020年8月17日,2020年8月4日,2020年8月17日,2026年8月31日,,"熊本県/熊本市/中央区/南坪井町/４番/５号","130.71396","32.80685","5","8"
4135,飲食店営業（一般食堂）,ロシア料理　ボルガ,熊本市中央区手取本町3-1第2クマモトミヤモトビル3F-B,324-6323,大城　淳子,,,2020年10月6日,2020年10月7日,2020年10月6日,2020年10月7日,2026年11月30日,,"熊本県/熊本市/中央区/手取本町/３番/１号","130.70877","32.80349","5","8"
4136,飲食店営業（一般食堂）,熊本家,熊本市中央区下通2丁目1-29HAPPY1ビル3F,,㈱Ｋ-Ｍｉａｍｉ,藤田　斉弥,鹿児島県鹿児島市荒田一丁目42番18号エクラン荒田206号,2020年10月16日,2020年10月21日,2020年10月16日,2020年10月21日,2026年11月30日,,"熊本県/熊本市/中央区/下通/二丁目/１番/２９号","130.70784","32.79941","5","8"
4137,飲食店営業（一般食堂）,Ｔｒｉｎｉｔｙ,熊本市中央区下通1丁目10-7アーバン銀座ビル9F,,藤本　沙弥香,,,2020年1月8日,2020年1月8日,2020年1月8日,2020年1月8日,2026年2月28日,,"熊本県/熊本市/中央区/下通/一丁目/１０番/７号","130.70900","32.80040","5","8"
4138,飲食店営業（一般食堂）,Ｈｉｍｅｃｃｏ,熊本市東区月出2丁目6-18黄金荘2.3号,382-0660,松本　摩理,,,2020年2月14日,2020年2月18日,2020年2月14日,2020年2月18日,2026年2月28日,,"熊本県/熊本市/東区/月出/二丁目/６番/１８号","130.76434","32.80452","5","8"
4139,飲食店営業（一般食堂）,スナック　プレリュード,熊本市中央区花畑町10-10プレジャーズビル5F,354-3766,坂本　富士子,,,2020年2月28日,2020年2月28日,2020年2月28日,2020年2月28日,2026年2月28日,,"熊本県/熊本市/中央区/花畑町/１０番/１０号","130.70691","32.80189","5","8"
4140,飲食店営業（一般食堂）,居酒屋　参代,熊本市東区若葉1丁目5-17,369-0741,木村　伸也,,,2019年11月12日,2019年12月1日,2019年11月12日,2019年12月1日,2026年2月28日,,"熊本県/熊本市/東区/若葉/一丁目/５番/１７号","130.75966","32.77775","5","8"
4141,飲食店営業（一般食堂）,じゅん,熊本市東区尾ノ上2丁目4-8,284-1900,西　順子,,,2020年4月9日,2020年4月10日,2020年4月9日,2020年4月10日,2026年5月31日,,"熊本県/熊本市/東区/尾ノ上/二丁目/４番/８号","130.75395","32.79539","5","8"
4142,飲食店営業（一般食堂）,Ｐｒｉｍａ,熊本市中央区花畑町13-21おかよしビル3F,328-5599,合同会社Ｐｒｉｍａ,松下　保夫,熊本市中央区花畑町13番21号おかよしビル3F,2020年4月9日,2020年4月10日,2020年4月9日,2020年4月10日,2026年5月31日,,"熊本県/熊本市/中央区/花畑町/１３番/２１号","130.70613","32.80022","5","8"
4143,飲食店営業（一般食堂）,アンジェリーナ　ペペロン,熊本市中央区下通1丁目6-21TATEISHIビル1F,288-4414,㈱ＪＥＡＮＮＥ,立石　貴嗣,熊本市南区白藤2丁目3-80-905号パストラルハイム,2020年4月9日,2020年4月10日,2020年4月9日,2020年4月10日,2026年5月31日,,"熊本県/熊本市/中央区/下通/一丁目/６番/２１号","130.70914","32.80099","5","8"
4144,飲食店営業（一般食堂）,Ｖｅｎｏｍ,熊本市中央区下通1丁目11-25ピュア西銀座3F-301号室,,藤本　理寛,,,2020年4月14日,2020年4月17日,2020年4月14日,2020年4月17日,2026年5月31日,,"熊本県/熊本市/中央区/下通/一丁目/１１番/２５号","130.70685","32.80006","5","8"
4145,飲食店営業（一般食堂）,梵蔵,熊本市中央区坪井2丁目3-4,344-5668,甲斐　宏幸,,,2020年5月7日,2020年5月18日,2020年5月7日,2020年5月18日,2026年5月31日,,"熊本県/熊本市/中央区/坪井/二丁目/３番/４号","130.71358","32.80927","5","8"
4146,飲食店営業（一般食堂）,Ｆｒｅｅ　Ｓｐａｃｅ　Ｂａｒ　Ｓｍｉｌｅ,熊本市中央区花畑町11-11寿ビル2F,,黒岩　周大,,,2020年7月27日,2020年7月28日,2020年7月27日,2020年7月28日,2026年8月31日,,"熊本県/熊本市/中央区/花畑町/１１番/１１号","130.70735","32.80166","5","8"
